,Transaction date,Transaction type,Num,Customer full name,Vendor,Memo/Description,Cleared,Amount
,11/21/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G1X7V7P4V3K2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,144.34
,11/21/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G1X7V7P4V3K2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,144.34
4858,,,,,,,,
,11/21/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-L9C3F6Z6G1O5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,2024.55
,11/21/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-L9C3F6Z6G1O5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,2024.55
4882,,,,,,,,
,11/21/2025,Deposit,,,,BKOFAMERICA MOBILE 11/21 XXXXX25976 DEPOSIT                                    *MOBILE       CA,Reconciled,1302.66
,11/21/2025,Deposit,,,,BKOFAMERICA MOBILE 11/21 XXXXX25976 DEPOSIT                                    *MOBILE       CA,,1302.66
4885,,,,,,,,
,11/21/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX23241901             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,396.66
,11/21/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX23241901             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,396.66
4907,,,,,,,,
,11/21/2025,Deposit,,,,"TikTok Shop      DES:XXXXX05001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",Reconciled,566.25
,11/21/2025,Deposit,,,,"TikTok Shop      DES:XXXXX05001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",,566.25
4861,,,,,,,,
,11/24/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z5B1P0W0N8Q9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,689.67
,11/24/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z5B1P0W0N8Q9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,689.67
4862,,,,,,,,
,11/24/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:OUTDOOR PLAYGROUND INC  CO ID:SHOPIFYPMT WEB,Reconciled,24.54
,11/24/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:OUTDOOR PLAYGROUND INC  CO ID:SHOPIFYPMT WEB,,24.54
4865,,,,,,,,
,11/24/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-M3L2M0G0D6S0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,583.4
,11/24/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-M3L2M0G0D6S0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,583.4
4887,,,,,,,,
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46508977             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,104.33
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46508977             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,104.33
4889,,,,,,,,
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX70308854             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,710.43
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX70308854             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,710.43
4891,,,,,,,,
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX91881624             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,250.89
,11/24/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX91881624             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,250.89
4906,,,,,,,,
,11/24/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX87711           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346705           XXXXX29864954",Reconciled,210.43
,11/24/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX87711           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346705           XXXXX29864954",,210.43
4863,,,,,,,,
,11/25/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-U3K4S9Y5S2J1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,151.52
,11/25/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-U3K4S9Y5S2J1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,151.52
4866,,,,,,,,
,11/25/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D0O6B1W3U2J6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,9313.09
,11/25/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D0O6B1W3U2J6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,9313.09
4884,,,,,,,,
,11/25/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX14720981             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,52.56
,11/25/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX14720981             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,52.56
4901,,,,,,,,
,11/25/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX27294           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346716           XXXXX64129786",Reconciled,56.91
,11/25/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX27294           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346716           XXXXX64129786",,56.91
4902,,,,,,,,
,11/25/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX46713           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346720           XXXXX62029050",Reconciled,26.07
,11/25/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX46713           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346720           XXXXX62029050",,26.07
4908,,,,,,,,
,11/25/2025,Deposit,,,,"TikTok Shop      DES:XXXXX45001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",Reconciled,87.03
,11/25/2025,Deposit,,,,"TikTok Shop      DES:XXXXX45001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",,87.03
4867,,,,,,,,
,11/26/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y4B4O8L5D6I2           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,563.79
,11/26/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y4B4O8L5D6I2           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,563.79
4868,,,,,,,,
,11/26/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T8J2K2U6Q9P7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,3363.56
,11/26/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T8J2K2U6Q9P7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,3363.56
4886,,,,,,,,
,11/26/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX39397974             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,338.74
,11/26/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX39397974             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,338.74
4870,,,,,,,,
,11/28/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K4B5N6R9O4C1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,3353.82
,11/28/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K4B5N6R9O4C1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,3353.82
4871,,,,,,,,
,11/28/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E0N2L2G2I0K4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,307.27
,11/28/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E0N2L2G2I0K4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,307.27
4881,,,,,,,,
,11/28/2025,Deposit,,,,AMAZON.C0CPMW7KB DES:PAYMENTS   ID:2GIT060LY65NBQ4           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,1200.13
,11/28/2025,Deposit,,,,AMAZON.C0CPMW7KB DES:PAYMENTS   ID:2GIT060LY65NBQ4           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,1200.13
4888,,,,,,,,
,11/28/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX62306613             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,592.99
,11/28/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX62306613             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,592.99
4890,,,,,,,,
,11/28/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87024508             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,626.77
,11/28/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87024508             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,626.77
4903,,,,,,,,
,11/28/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX52516           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346729           XXXXX93070842",Reconciled,492.41
,11/28/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX52516           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346729           XXXXX93070842",,492.41
4904,,,,,,,,
,11/28/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX71367           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346724           XXXXX41327866",Reconciled,13.12
,11/28/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX71367           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346724           XXXXX41327866",,13.12
4923,,,,,,,,
,11/30/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2F1V4I2Q7C2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,20320.28
,11/30/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2F1V4I2Q7C2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,20320.28
4924,,,,,,,,
,12/01/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X8Y5F9Q0Q8V8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,6025.42
,12/01/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X8Y5F9Q0Q8V8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,6025.42
4926,,,,,,,,
,12/01/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-N8B4G8E2E9X5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,152.88
,12/01/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-N8B4G8E2E9X5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,152.88
4931,,,,,,,,
,12/01/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX43235           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346732           XXXXX08701178",Reconciled,499.15
,12/01/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX43235           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346732           XXXXX08701178",,499.15
4941,,,,,,,,
,12/01/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX39642384             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,587.42
,12/01/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX39642384             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,587.42
4942,,,,,,,,
,12/01/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX10968950             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,352.16
,12/01/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX10968950             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,352.16
4922,,,,,,,,
,12/02/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L7O2U1O5Z7Q8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,413.09
,12/02/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L7O2U1O5Z7Q8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,413.09
4925,,,,,,,,
,12/02/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,19.12
,12/02/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,19.12
4930,,,,,,,,
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX59230           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346745           XXXXX72692986",Reconciled,205.54
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX59230           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346745           XXXXX72692986",,205.54
4932,,,,,,,,
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX34846           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346737           XXXXX86283770",Reconciled,294.55
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX34846           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346737           XXXXX86283770",,294.55
4933,,,,,,,,
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX01424           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346741           XXXXX23290618",Reconciled,369.95
,12/02/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX01424           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346741           XXXXX23290618",,369.95
4940,,,,,,,,
,12/02/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX63580051             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,586.54
,12/02/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX63580051             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,586.54
4954,,,,,,,,
,12/03/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G2W6W4X8R6N4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,4900.76
,12/03/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G2W6W4X8R6N4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,4900.76
4956,,,,,,,,
,12/03/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-A0P9I3F0L6B5           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,636.95
,12/03/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-A0P9I3F0L6B5           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,636.95
4957,,,,,,,,
,12/03/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,174.87
,12/03/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,174.87
4962,,,,,,,,
,12/03/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX43662           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346750           XXXXX58449658",Reconciled,82.97
,12/03/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX43662           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346750           XXXXX58449658",,82.97
4960,,,,,,,,
,12/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX85957           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346757           XXXXX89266426",Reconciled,502.74
,12/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX85957           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346757           XXXXX89266426",,502.74
4961,,,,,,,,
,12/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX45389           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346754           XXXXX02370042",Reconciled,127.19
,12/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX45389           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346754           XXXXX02370042",,127.19
4967,,,,,,,,
,12/04/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-K0X0G8A3L4F3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,148.87
,12/04/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-K0X0G8A3L4F3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,148.87
4968,,,,,,,,
,12/04/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-C9D1V3X8P4T6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,3802.26
,12/04/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-C9D1V3X8P4T6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,3802.26
4969,,,,,,,,
,12/04/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,820.02
,12/04/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,820.02
4970,,,,,,,,
,12/05/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,227.97
,12/05/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,227.97
4971,,,,,,,,
,12/05/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-K2U7S6T8E6K9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,3794.63
,12/05/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-K2U7S6T8E6K9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,3794.63
4972,,,,,,,,
,12/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W8X7D8X4A0D4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,18.72
,12/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W8X7D8X4A0D4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,18.72
4973,,,,,,,,
,12/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E9T8G5V0C9S1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,4758.46
,12/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-E9T8G5V0C9S1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,4758.46
4981,,,,,,,,
,12/08/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX14123           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346766           XXXXX60696058",Reconciled,1357.1
,12/08/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX14123           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346766           XXXXX60696058",,1357.1
4982,,,,,,,,
,12/08/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX08644           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346762           XXXXX08619258",Reconciled,69.27
,12/08/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX08644           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346762           XXXXX08619258",,69.27
4984,,,,,,,,
,12/08/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX97463551             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,365.02
,12/08/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX97463551             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,365.02
4985,,,,,,,,
,12/08/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-E8G3Y6N7D5L2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,836.57
,12/08/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-E8G3Y6N7D5L2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,836.57
4986,,,,,,,,
,12/08/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-F1X5C4U9Z0G7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,2041.81
,12/08/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-F1X5C4U9Z0G7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,2041.81
4987,,,,,,,,
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,548.38
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,548.38
4988,,,,,,,,
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,316.4
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,316.4
4989,,,,,,,,
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,655.53
,12/08/2025,Deposit,,,,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,655.53
4991,,,,,,,,
,12/09/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,Reconciled,352.35
,12/09/2025,Deposit,,,Shopify,SHOPIFY          DES:TRANSFER   ID:SHOPIFY                   INDN:UNKNOWN                 CO ID:SHOPIFYPMT WEB,,352.35
4992,,,,,,,,
,12/09/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N0K1T2H9P6H3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,10895.08
,12/09/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N0K1T2H9P6H3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,10895.08
4993,,,,,,,,
,12/09/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A0P1X0V5A1Y7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,10.76
,12/09/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A0P1X0V5A1Y7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,10.76
4994,,,,,,,,
,12/09/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G1A3B9S2J5Y9           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,794.11
